AccountId,AccountName,AccountType,AccountTier,Industry,AnnualRevenue,EmployeeCount,City,StateProvince,Country,SalesTerritoryId,CustomerSinceDate,StrategicAccountFlag,PrimaryPowertrainFocus,AccountStatus
001000000000310AAA,Oakline Automotive,Distributor,Standard,Automotive Manufacturing,198051650,639,Querétaro,Querétaro,Mexico,TerritoryMexico,2015-10-14,false,Both,Active
001000000000311AAA,Westgate Performance Parts 68,Distributor,Silver,Automotive Manufacturing,271349014,875,Birmingham,Alabama,USA,TerritorySE,2017-06-11,false,Both,Active
001000000000312AAA,Prairie Fleet Solutions,Distributor,Standard,Automotive Manufacturing,269679899,870,Saltillo,Coahuila,Mexico,TerritoryMexico,2020-10-18,false,Both,Active
001000000000313AAA,Granite Assembly 89,Distributor,Silver,Automotive Manufacturing,370396997,1195,Oshawa,Ontario,Canada,TerritoryCanada,2021-12-29,false,Hybrid,Active
001000000000314AAA,Alder Mobility 89,Distributor,Silver,Automotive Manufacturing,256754155,828,Columbus,Ohio,USA,TerritoryGL,2024-05-27,false,Both,Active
001000000000315AAA,Redwood Transport Group,Distributor,Standard,Automotive Manufacturing,347079976,1120,Windsor,Ontario,Canada,TerritoryCanada,2016-03-17,false,ICE,Active
001000000000316AAA,Canyon Engineering,Distributor,Standard,Automotive Manufacturing,176734287,570,Louisville,Kentucky,USA,TerritorySE,2022-12-22,false,Both,Active
001000000000317AAA,Crescent Fleet Solutions 11,Distributor,Standard,Automotive Manufacturing,358050000,1155,Columbus,Ohio,USA,TerritoryGL,2010-04-23,false,Both,Active
001000000000318AAA,Meridian Automotive 69,Distributor,Standard,Automotive Manufacturing,218235313,704,Nashville,Tennessee,USA,TerritorySE,2011-11-01,false,ICE,Active
001000000000319AAA,Heritage Fleet Solutions,Distributor,Standard,Automotive Manufacturing,162072212,523,Pittsburgh,Pennsylvania,USA,TerritoryNE,2009-07-10,false,Hybrid,Active
001000000000320AAA,Meridian Vehicle Systems,Distributor,Gold,Automotive Manufacturing,363992081,1174,Tulsa,Oklahoma,USA,TerritorySC,2008-12-04,false,Hybrid,Active
001000000000321AAA,Liberty Vehicle Systems,Distributor,Silver,Automotive Manufacturing,372403589,1201,Buffalo,New York,USA,TerritoryNE,2020-07-18,false,Both,Active
001000000000322AAA,Cobalt Fleet Solutions,Distributor,Standard,Automotive Manufacturing,300290937,969,San Jose,California,USA,TerritoryWest,2024-07-18,false,ICE,Active
001000000000323AAA,Delta Vehicle Systems,Distributor,Standard,Automotive Manufacturing,192911707,622,Columbus,Ohio,USA,TerritoryGL,2013-01-20,false,ICE,Active
001000000000324AAA,Central Assembly,Distributor,Gold,Automotive Manufacturing,737808559,2380,Portland,Oregon,USA,TerritoryWest,2022-12-06,false,Both,Active
001000000000325AAA,Granite Assembly 86,Distributor,Standard,Automotive Manufacturing,281312612,907,Hartford,Connecticut,USA,TerritoryNE,2009-04-29,false,ICE,Active
001000000000326AAA,Delta Performance Parts,Distributor,Gold,Automotive Manufacturing,517968788,1671,Detroit,Michigan,USA,TerritoryGL,2013-01-12,false,Both,Active
001000000000327AAA,Meridian Distribution 96,Distributor,Standard,Automotive Manufacturing,249503098,805,Los Angeles,California,USA,TerritoryWest,2012-06-03,false,Both,Active
001000000000328AAA,Oakline Industrial Supply,Distributor,Standard,Automotive Manufacturing,266658104,860,Windsor,Ontario,Canada,TerritoryCanada,2022-07-16,false,ICE,Active
001000000000329AAA,Suncrest Transport Group 79,Distributor,Standard,Automotive Manufacturing,286381268,924,Buffalo,New York,USA,TerritoryNE,2012-04-27,false,ICE,Active
001000000000330AAA,Suncrest Fleet Solutions 13,Distributor,Gold,Automotive Manufacturing,513780874,1657,Austin,Texas,USA,TerritorySC,2012-09-07,false,ICE,Active
001000000000331AAA,Timberline Transport Group,Distributor,Standard,Automotive Manufacturing,263638439,850,Querétaro,Querétaro,Mexico,TerritoryMexico,2018-11-28,false,ICE,Active
001000000000332AAA,Eastgate Distribution,Distributor,Standard,Automotive Manufacturing,350859085,1132,Little Rock,Arkansas,USA,TerritorySC,2012-08-04,false,Both,Active
001000000000333AAA,Union Motor Systems 14,Distributor,Silver,Automotive Manufacturing,322820226,1041,Silao,Guanajuato,Mexico,TerritoryMexico,2011-03-23,false,Both,Active
001000000000334AAA,Prairie Fleet Solutions 16,Distributor,Silver,Automotive Manufacturing,307914121,993,Grand Rapids,Michigan,USA,TerritoryGL,2014-05-16,false,ICE,Active
001000000000335AAA,Beacon Performance Parts 44,Distributor,Standard,Automotive Manufacturing,238577507,770,Toronto,Ontario,Canada,TerritoryCanada,2021-05-22,false,ICE,Active
001000000000336AAA,Delta Performance Parts 77,Distributor,Silver,Automotive Manufacturing,353120875,1139,Saltillo,Coahuila,Mexico,TerritoryMexico,2012-09-09,false,Both,Active
001000000000337AAA,Windward Components,Fleet,Gold,Fleet Operations,786353845,2537,Charlotte,North Carolina,USA,TerritorySE,2015-12-02,false,Hybrid,Active
001000000000338AAA,Eastgate Components,Fleet,Silver,Fleet Operations,665887497,2148,Buffalo,New York,USA,TerritoryNE,2024-09-29,false,Both,Active
001000000000339AAA,Northfield Motor Systems,Fleet,Gold,Fleet Operations,1077324862,3475,Phoenix,Arizona,USA,TerritoryWest,2022-01-06,false,ICE,Active
001000000000340AAA,Oakline Transport Group,Fleet,Standard,Fleet Operations,196625000,634,Boston,Massachusetts,USA,TerritoryNE,2022-06-23,false,ICE,Active
001000000000341AAA,Cobalt Manufacturing 48,Fleet,Standard,Fleet Operations,374140010,1207,Toledo,Ohio,USA,TerritoryGL,2019-12-28,false,ICE,Active
001000000000342AAA,Suncrest Motor Systems,Fleet,Standard,Fleet Operations,308111190,994,Birmingham,Alabama,USA,TerritorySE,2018-02-27,false,Both,Active
001000000000343AAA,Alder Transport Group,Fleet,Standard,Fleet Operations,446044913,1439,Denver,Colorado,USA,TerritoryWest,2021-10-06,false,Hybrid,Active
001000000000344AAA,Pacific Transport Group 78,Fleet,Gold,Fleet Operations,955524687,3082,Silao,Guanajuato,Mexico,TerritoryMexico,2010-12-21,false,ICE,Active
001000000000345AAA,Harbor Motor Systems,Fleet,Silver,Fleet Operations,595442151,1921,Greenville,South Carolina,USA,TerritorySE,2016-02-14,false,Both,Active
001000000000346AAA,Alder Automotive 75,Fleet,Standard,Fleet Operations,320239641,1033,Monterrey,Nuevo León,Mexico,TerritoryMexico,2008-07-12,false,ICE,Active
001000000000347AAA,Alder Automotive 84,Fleet,Standard,Fleet Operations,439451485,1418,Greenville,South Carolina,USA,TerritorySE,2011-04-30,false,Both,Active
001000000000348AAA,Meridian Motor Systems,Fleet,Standard,Fleet Operations,245339977,791,Puebla,Puebla,Mexico,TerritoryMexico,2009-03-03,false,Both,Active
001000000000349AAA,Central Motor Systems,Fleet,Standard,Fleet Operations,247892087,800,Milwaukee,Wisconsin,USA,TerritoryGL,2025-02-23,false,Both,Active
001000000000350AAA,Eastgate Powertrain,Fleet,Standard,Fleet Operations,337434832,1088,Oshawa,Ontario,Canada,TerritoryCanada,2012-08-02,false,Both,Active
001000000000351AAA,Eastgate Engineering,Fleet,Silver,Fleet Operations,589537427,1902,Phoenix,Arizona,USA,TerritoryWest,2019-09-14,false,Both,Active
001000000000352AAA,Eastgate Motor Systems,Fleet,Silver,Fleet Operations,770549586,2486,Boston,Massachusetts,USA,TerritoryNE,2023-03-25,false,ICE,Active
001000000000353AAA,Pinnacle Assembly 50,Fleet,Gold,Fleet Operations,761603287,2457,Denver,Colorado,USA,TerritoryWest,2014-01-22,false,ICE,Active
001000000000354AAA,Granite Engineering,Fleet,Standard,Fleet Operations,432652427,1396,Detroit,Michigan,USA,TerritoryGL,2008-11-21,false,ICE,Active
001000000000355AAA,Atlas Distribution 78,Fleet,Gold,Fleet Operations,592483089,1911,Toledo,Ohio,USA,TerritoryGL,2009-09-20,false,Hybrid,Active
001000000000356AAA,Westgate Components,Fleet,Standard,Fleet Operations,441271788,1423,Fort Wayne,Indiana,USA,TerritoryGL,2021-08-26,false,Hybrid,Active
001000000000357AAA,Cedar Distribution 87,Fleet,Standard,Fleet Operations,306048161,987,Monterrey,Nuevo León,Mexico,TerritoryMexico,2016-08-31,false,Both,Active
001000000000358AAA,Cobalt Distribution 14,Fleet,Silver,Fleet Operations,493951654,1593,Dallas,Texas,USA,TerritorySC,2013-12-28,false,ICE,Active
001000000000359AAA,Alder Assembly 77,Fleet,Standard,Fleet Operations,404199314,1304,Los Angeles,California,USA,TerritoryWest,2009-04-22,false,Hybrid,Active
001000000000360AAA,Canyon Components,Fleet,Silver,Fleet Operations,314848671,1016,Little Rock,Arkansas,USA,TerritorySC,2021-11-12,false,Both,Active
001000000000361AAA,Redwood Powertrain 22,Fleet,Standard,Fleet Operations,291540248,940,Louisville,Kentucky,USA,TerritorySE,2013-05-02,false,Hybrid,Active
001000000000362AAA,Harbor Fleet Solutions 78,Fleet,Standard,Fleet Operations,373700955,1205,Columbus,Ohio,USA,TerritoryGL,2011-04-23,false,Both,Active
001000000000363AAA,Lakeview Powertrain,Fleet,Standard,Fleet Operations,314232920,1014,Louisville,Kentucky,USA,TerritorySE,2015-12-13,false,Both,Active
001000000000364AAA,Crescent Automotive 17,Fleet,Standard,Fleet Operations,450699925,1454,Baton Rouge,Louisiana,USA,TerritorySC,2009-05-20,false,Both,Active
001000000000365AAA,Redwood Engineering,Fleet,Standard,Fleet Operations,407102964,1313,Charlotte,North Carolina,USA,TerritorySE,2017-10-24,false,Both,Active
001000000000366AAA,Keystone Motor Systems 28,Fleet,Standard,Fleet Operations,375314876,1211,Milwaukee,Wisconsin,USA,TerritoryGL,2018-04-16,false,ICE,Active
001000000000367AAA,Redwood Motor Systems,Fleet,Silver,Fleet Operations,692543389,2234,Boston,Massachusetts,USA,TerritoryNE,2021-03-04,false,ICE,Active
001000000000368AAA,Beacon Automotive 90,Fleet,Silver,Fleet Operations,617226138,1991,Greenville,South Carolina,USA,TerritorySE,2021-04-16,false,Both,Active
001000000000369AAA,Pinnacle Automotive 41,Fleet,Silver,Fleet Operations,647904410,2090,Birmingham,Alabama,USA,TerritorySE,2008-10-19,false,Both,Active
001000000000370AAA,Valley Automotive,Fleet,Silver,Fleet Operations,613378971,1979,Hartford,Connecticut,USA,TerritoryNE,2015-05-17,false,Both,Active
001000000000371AAA,Meridian Fleet Solutions 80,Fleet,Silver,Fleet Operations,459780711,1483,Tulsa,Oklahoma,USA,TerritorySC,2014-02-12,false,Both,Active
001000000000372AAA,Maple Performance Parts 84,Fleet,Silver,Fleet Operations,768149983,2478,Toronto,Ontario,Canada,TerritoryCanada,2021-11-04,false,ICE,Active
001000000000373AAA,Atlas Motor Systems,Fleet,Standard,Fleet Operations,413722563,1335,Detroit,Michigan,USA,TerritoryGL,2022-11-10,false,ICE,Active
001000000000374AAA,Blue Ridge Manufacturing,Fleet,Silver,Fleet Operations,383856416,1238,Toronto,Ontario,Canada,TerritoryCanada,2010-01-08,false,ICE,Active
001000000000375AAA,Suncrest Automotive,Fleet,Silver,Fleet Operations,500726711,1615,Baton Rouge,Louisiana,USA,TerritorySC,2013-12-06,false,ICE,Active
001000000000376AAA,Frontier Components,Fleet,Standard,Fleet Operations,377411245,1217,Hartford,Connecticut,USA,TerritoryNE,2017-02-07,false,ICE,Active
001000000000377AAA,Windward Powertrain,Fleet,Standard,Fleet Operations,319479273,1031,Austin,Texas,USA,TerritorySC,2022-05-20,false,Both,Active
001000000000378AAA,Crown Vehicle Systems,Fleet,Silver,Fleet Operations,644410341,2079,Birmingham,Alabama,USA,TerritorySE,2012-09-18,false,Hybrid,Active
001000000000379AAA,Windward Performance Parts,Fleet,Standard,Fleet Operations,337167195,1088,Silao,Guanajuato,Mexico,TerritoryMexico,2008-04-06,false,Hybrid,Active
001000000000380AAA,Suncrest Vehicle Systems,Fleet,Standard,Fleet Operations,403896159,1303,Louisville,Kentucky,USA,TerritorySE,2019-03-06,false,Both,Active
001000000000381AAA,Meridian Vehicle Systems 11,Fleet,Standard,Fleet Operations,196625000,634,Toronto,Ontario,Canada,TerritoryCanada,2024-11-14,false,Both,Active
001000000000382AAA,Westgate Mobility 91,Fleet,Standard,Fleet Operations,478379663,1543,Monterrey,Nuevo León,Mexico,TerritoryMexico,2010-10-13,false,Both,Active
001000000000383AAA,Maple Performance Parts 37,Fleet,Silver,Fleet Operations,427166189,1378,Denver,Colorado,USA,TerritoryWest,2014-11-27,false,Both,Active
001000000000384AAA,Heritage Performance Parts,Fleet,Standard,Fleet Operations,329470597,1063,Portland,Oregon,USA,TerritoryWest,2012-08-26,false,Both,Active
001000000000385AAA,Prairie Transport Group 96,Fleet,Silver,Fleet Operations,373796913,1206,San Jose,California,USA,TerritoryWest,2013-09-16,false,ICE,Active
001000000000386AAA,Windward Transport Group,Fleet,Silver,Fleet Operations,451761981,1457,Grand Rapids,Michigan,USA,TerritoryGL,2017-01-31,false,Both,Active
001000000000387AAA,Union Motor Systems 59,Fleet,Standard,Fleet Operations,406958108,1313,Silao,Guanajuato,Mexico,TerritoryMexico,2014-04-09,false,Both,Active
001000000000388AAA,Central Distribution,Fleet,Silver,Fleet Operations,521214857,1681,Buffalo,New York,USA,TerritoryNE,2011-05-24,false,Hybrid,Active
001000000000389AAA,Atlas Vehicle Systems 28,Fleet,Standard,Fleet Operations,359913193,1161,Greenville,South Carolina,USA,TerritorySE,2008-08-29,false,Both,Active
001000000000390AAA,Silverline Motor Systems,Fleet,Standard,Fleet Operations,454010095,1465,Dallas,Texas,USA,TerritorySC,2014-04-10,false,Both,Active
001000000000391AAA,Pacific Performance Parts 72,Fleet,Gold,Fleet Operations,880900417,2842,Greenville,South Carolina,USA,TerritorySE,2025-08-02,false,Both,Active
001000000000392AAA,Heritage Mobility,Fleet,Silver,Fleet Operations,663472902,2140,Dallas,Texas,USA,TerritorySC,2018-06-12,false,Hybrid,Active
001000000000393AAA,Valley Engineering,Fleet,Standard,Fleet Operations,489965774,1581,San Jose,California,USA,TerritoryWest,2018-12-13,false,ICE,Active
001000000000394AAA,Delta Distribution,Fleet,Silver,Fleet Operations,553731891,1786,Newark,New Jersey,USA,TerritoryNE,2023-08-15,false,ICE,Active
001000000000395AAA,Northfield Engineering,Fleet,Standard,Fleet Operations,444684487,1434,Nashville,Tennessee,USA,TerritorySE,2017-10-28,false,Hybrid,Active
001000000000396AAA,Cedar Mobility,Fleet,Standard,Fleet Operations,408876349,1319,Boston,Massachusetts,USA,TerritoryNE,2019-06-27,false,Both,Active
001000000000397AAA,Pinnacle Assembly 95,Fleet,Standard,Fleet Operations,331998058,1071,Toledo,Ohio,USA,TerritoryGL,2013-08-08,false,Hybrid,Active
001000000000398AAA,Lakeview Fleet Solutions 69,Fleet,Standard,Fleet Operations,327049577,1055,Oshawa,Ontario,Canada,TerritoryCanada,2023-07-20,false,Hybrid,Active
001000000000399AAA,Keystone Performance Parts,Fleet,Silver,Fleet Operations,352018837,1136,Newark,New Jersey,USA,TerritoryNE,2020-06-23,false,Both,Active
001000000000400AAA,Maple Distribution 22,Fleet,Standard,Fleet Operations,424769042,1370,Montreal,Quebec,Canada,TerritoryCanada,2011-08-11,false,Both,Active
001000000000401AAA,Frontier Engineering 49,Fleet,Silver,Fleet Operations,485661712,1567,Atlanta,Georgia,USA,TerritorySE,2009-06-03,false,Both,Active
001000000000402AAA,Maple Powertrain 8,Fleet,Standard,Fleet Operations,312531530,1008,Seattle,Washington,USA,TerritoryWest,2009-03-01,false,Hybrid,Active
001000000000403AAA,Liberty Fleet Solutions,Fleet,Gold,Fleet Operations,446875000,1442,Newark,New Jersey,USA,TerritoryNE,2016-04-18,false,Both,Active
001000000000404AAA,Cedar Distribution 85,Fleet,Silver,Fleet Operations,399444362,1289,Oshawa,Ontario,Canada,TerritoryCanada,2009-03-24,false,Both,Active
001000000000405AAA,Maple Engineering 73,Fleet,Standard,Fleet Operations,295580927,953,Columbus,Ohio,USA,TerritoryGL,2025-05-14,false,Both,Active
001000000000406AAA,Redwood Engineering 57,Aftermarket,Standard,Automotive Aftermarket,145693475,470,Little Rock,Arkansas,USA,TerritorySC,2010-03-12,false,ICE,Active
001000000000407AAA,Meridian Manufacturing 86,Aftermarket,Silver,Automotive Aftermarket,194799148,628,Dallas,Texas,USA,TerritorySC,2019-11-16,false,ICE,Active
001000000000408AAA,Lakeview Powertrain 8,Aftermarket,Silver,Automotive Aftermarket,220443026,711,San Jose,California,USA,TerritoryWest,2010-11-12,false,ICE,Active
001000000000409AAA,Delta Engineering,Aftermarket,Gold,Automotive Aftermarket,388585621,1254,San Jose,California,USA,TerritoryWest,2012-01-03,true,Hybrid,Active
001000000000410AAA,Valley Motor Systems 91,Aftermarket,Silver,Automotive Aftermarket,238672452,770,Dallas,Texas,USA,TerritorySC,2012-11-02,false,Both,Active
001000000000411AAA,Crescent Components,Aftermarket,Gold,Automotive Aftermarket,322532535,1040,Baton Rouge,Louisiana,USA,TerritorySC,2025-04-06,false,Hybrid,Active
001000000000412AAA,Blue Ridge Mobility,Aftermarket,Standard,Automotive Aftermarket,165003933,532,Denver,Colorado,USA,TerritoryWest,2025-05-10,false,ICE,Active
001000000000413AAA,Oakline Vehicle Systems,Aftermarket,Silver,Automotive Aftermarket,158106107,510,Detroit,Michigan,USA,TerritoryGL,2009-06-08,false,Both,Active
001000000000414AAA,Timberline Automotive,Aftermarket,Standard,Automotive Aftermarket,238700000,770,Fort Wayne,Indiana,USA,TerritoryGL,2015-01-04,false,Both,Active
001000000000415AAA,Blue Ridge Industrial Supply,Aftermarket,Silver,Automotive Aftermarket,223350835,720,Puebla,Puebla,Mexico,TerritoryMexico,2024-09-24,false,ICE,Active
001000000000416AAA,Alder Components 47,Aftermarket,Silver,Automotive Aftermarket,216826127,699,Nashville,Tennessee,USA,TerritorySE,2020-03-03,false,ICE,Active
001000000000417AAA,Stonebridge Mobility,Aftermarket,Gold,Automotive Aftermarket,290962701,939,Milwaukee,Wisconsin,USA,TerritoryGL,2015-04-10,false,Both,Active
001000000000418AAA,Delta Distribution 37,Aftermarket,Gold,Automotive Aftermarket,261375165,843,Querétaro,Querétaro,Mexico,TerritoryMexico,2008-04-28,true,ICE,Active
001000000000419AAA,Beacon Fleet Solutions,Aftermarket,Silver,Automotive Aftermarket,236288273,762,Louisville,Kentucky,USA,TerritorySE,2023-01-23,false,Both,Active
001000000000420AAA,Eastgate Vehicle Systems 63,Aftermarket,Standard,Automotive Aftermarket,120102000,387,Portland,Oregon,USA,TerritoryWest,2015-01-08,false,Both,Active
001000000000421AAA,Prairie Engineering 71,Aftermarket,Silver,Automotive Aftermarket,165947351,535,Phoenix,Arizona,USA,TerritoryWest,2021-02-01,false,ICE,Active
001000000000422AAA,Northfield Performance Parts,Aftermarket,Standard,Automotive Aftermarket,88883586,287,Dallas,Texas,USA,TerritorySC,2013-02-21,false,ICE,Active
001000000000423AAA,Redwood Engineering 55,Aftermarket,Silver,Automotive Aftermarket,254339111,820,Boston,Massachusetts,USA,TerritoryNE,2021-08-22,false,Both,Active
001000000000424AAA,Suncrest Mobility 39,Aftermarket,Gold,Automotive Aftermarket,339246140,1094,Los Angeles,California,USA,TerritoryWest,2025-01-22,false,Both,Active
001000000000425AAA,Central Transport Group 45,Aftermarket,Silver,Automotive Aftermarket,218565163,705,Austin,Texas,USA,TerritorySC,2019-02-12,false,ICE,Active
001000000000426AAA,Prairie Vehicle Systems 51,Aftermarket,Silver,Automotive Aftermarket,287096632,926,Toledo,Ohio,USA,TerritoryGL,2020-03-17,false,Both,Active
001000000000427AAA,Cobalt Motor Systems,Aftermarket,Gold,Automotive Aftermarket,289169350,933,Denver,Colorado,USA,TerritoryWest,2022-01-12,true,Hybrid,Active
001000000000428AAA,Heritage Powertrain,Aftermarket,Silver,Automotive Aftermarket,303950693,980,Milwaukee,Wisconsin,USA,TerritoryGL,2011-08-11,false,Both,Active
001000000000429AAA,Pinnacle Engineering 54,Aftermarket,Gold,Automotive Aftermarket,313639246,1012,Portland,Oregon,USA,TerritoryWest,2021-09-05,false,ICE,Active
001000000000430AAA,Harbor Fleet Solutions 57,Aftermarket,Standard,Automotive Aftermarket,106124200,342,Newark,New Jersey,USA,TerritoryNE,2021-12-01,false,Both,Active
001000000000431AAA,Valley Fleet Solutions 86,Aftermarket,Standard,Automotive Aftermarket,200979365,648,Querétaro,Querétaro,Mexico,TerritoryMexico,2009-02-10,false,Both,Active
001000000000432AAA,Timberline Manufacturing,Aftermarket,Standard,Automotive Aftermarket,213722011,689,Tulsa,Oklahoma,USA,TerritorySC,2023-07-10,false,ICE,Active
001000000000433AAA,Union Transport Group,Aftermarket,Silver,Automotive Aftermarket,257375831,830,Atlanta,Georgia,USA,TerritorySE,2021-06-20,false,ICE,Active
001000000000434AAA,Suncrest Motor Systems 69,Aftermarket,Standard,Automotive Aftermarket,144896365,467,Pittsburgh,Pennsylvania,USA,TerritoryNE,2015-12-01,false,Hybrid,Active
001000000000435AAA,Maple Engineering 82,Aftermarket,Gold,Automotive Aftermarket,392906733,1267,Charlotte,North Carolina,USA,TerritorySE,2008-03-06,false,Hybrid,Active
001000000000436AAA,Granite Vehicle Systems,Aftermarket,Standard,Automotive Aftermarket,191640287,618,Oshawa,Ontario,Canada,TerritoryCanada,2010-03-08,false,Both,Active
001000000000437AAA,Suncrest Fleet Solutions 69,Aftermarket,Silver,Automotive Aftermarket,160553276,518,Newark,New Jersey,USA,TerritoryNE,2017-06-30,false,Hybrid,Active
001000000000438AAA,Crown Vehicle Systems 97,Aftermarket,Standard,Automotive Aftermarket,126234965,407,Louisville,Kentucky,USA,TerritorySE,2023-03-19,false,Both,Active
001000000000439AAA,Maple Performance Parts 21,Aftermarket,Standard,Automotive Aftermarket,208587326,673,Charlotte,North Carolina,USA,TerritorySE,2024-10-25,false,ICE,Active
001000000000440AAA,Frontier Industrial Supply 30,Aftermarket,Silver,Automotive Aftermarket,189421558,611,Dallas,Texas,USA,TerritorySC,2017-09-21,false,ICE,Active
001000000000441AAA,Stonebridge Distribution,Aftermarket,Gold,Automotive Aftermarket,461915740,1490,Nashville,Tennessee,USA,TerritorySE,2017-03-17,false,Both,Active
001000000000442AAA,Northfield Engineering 73,Aftermarket,Standard,Automotive Aftermarket,177530993,573,Columbus,Ohio,USA,TerritoryGL,2011-10-07,false,Hybrid,Active
001000000000443AAA,Windward Automotive,Aftermarket,Standard,Automotive Aftermarket,117947358,380,Fort Wayne,Indiana,USA,TerritoryGL,2020-12-10,false,Hybrid,Active
001000000000444AAA,Union Components,Aftermarket,Standard,Automotive Aftermarket,166241902,536,Portland,Oregon,USA,TerritoryWest,2015-02-07,false,ICE,Active
001000000000445AAA,Cedar Powertrain,Aftermarket,Gold,Automotive Aftermarket,356460177,1150,Oshawa,Ontario,Canada,TerritoryCanada,2017-12-27,true,Both,Active
001000000000446AAA,Crescent Automotive 72,Aftermarket,Silver,Automotive Aftermarket,229960060,742,Greenville,South Carolina,USA,TerritorySE,2017-05-19,false,Both,Active
001000000000447AAA,Keystone Motor Systems 39,Aftermarket,Standard,Automotive Aftermarket,188961682,610,Nashville,Tennessee,USA,TerritorySE,2008-08-13,false,Both,Active
001000000000448AAA,Ridgeway Assembly,Aftermarket,Standard,Automotive Aftermarket,153413843,495,Toledo,Ohio,USA,TerritoryGL,2010-02-19,false,Hybrid,Active
001000000000449AAA,Granite Vehicle Systems 24,Aftermarket,Standard,Automotive Aftermarket,136582153,441,Milwaukee,Wisconsin,USA,TerritoryGL,2016-12-09,false,ICE,Active
001000000000450AAA,Westgate Powertrain,Aftermarket,Standard,Automotive Aftermarket,129397179,417,Columbus,Ohio,USA,TerritoryGL,2009-10-24,false,Both,Active
001000000000451AAA,Cedar Industrial Supply,Aftermarket,Silver,Automotive Aftermarket,188805594,609,Seattle,Washington,USA,TerritoryWest,2017-12-13,false,Both,Active
001000000000452AAA,Heritage Assembly,Aftermarket,Silver,Automotive Aftermarket,271947372,877,Oshawa,Ontario,Canada,TerritoryCanada,2020-11-16,false,ICE,Active
001000000000453AAA,Silverline Components 41,Aftermarket,Standard,Automotive Aftermarket,131988116,426,Detroit,Michigan,USA,TerritoryGL,2009-06-28,false,Both,Active
001000000000454AAA,Beacon Automotive 96,Aftermarket,Silver,Automotive Aftermarket,215721094,696,Dallas,Texas,USA,TerritorySC,2020-02-19,false,Both,Active
001000000000455AAA,Silverline Manufacturing,Aftermarket,Standard,Automotive Aftermarket,147002852,474,Boston,Massachusetts,USA,TerritoryNE,2013-07-17,false,Both,Active
001000000000456AAA,Suncrest Transport Group 97,Aftermarket,Silver,Automotive Aftermarket,324006821,1045,Boston,Massachusetts,USA,TerritoryNE,2011-07-30,false,Both,Active
001000000000457AAA,Valley Mobility 30,Aftermarket,Silver,Automotive Aftermarket,241792882,780,Toronto,Ontario,Canada,TerritoryCanada,2019-09-04,false,ICE,Active
001000000000458AAA,Oakline Performance Parts 52,Aftermarket,Standard,Automotive Aftermarket,138527368,447,Montreal,Quebec,Canada,TerritoryCanada,2020-03-09,false,Both,Active
001000000000459AAA,Pinnacle Transport Group 38,Aftermarket,Standard,Automotive Aftermarket,122752463,396,Hartford,Connecticut,USA,TerritoryNE,2025-05-03,false,Hybrid,Active
001000000000460AAA,Atlas Powertrain 71,Aftermarket,Standard,Automotive Aftermarket,156246094,504,Atlanta,Georgia,USA,TerritorySE,2024-07-24,false,Both,Active
001000000000461AAA,Oakline Mobility 3,Aftermarket,Gold,Automotive Aftermarket,375028024,1210,Phoenix,Arizona,USA,TerritoryWest,2011-02-04,false,ICE,Active
001000000000462AAA,Cobalt Powertrain 60,Aftermarket,Standard,Automotive Aftermarket,99181267,320,Austin,Texas,USA,TerritorySC,2021-02-27,false,Both,Active
001000000000463AAA,Crescent Fleet Solutions 53,Aftermarket,Standard,Automotive Aftermarket,208410701,672,Nashville,Tennessee,USA,TerritorySE,2016-12-21,false,Both,Active
001000000000464AAA,Pacific Vehicle Systems,Aftermarket,Silver,Automotive Aftermarket,262248266,846,Milwaukee,Wisconsin,USA,TerritoryGL,2012-06-25,false,Both,Active
001000000000465AAA,Harbor Powertrain,Aftermarket,Standard,Automotive Aftermarket,151005595,487,Querétaro,Querétaro,Mexico,TerritoryMexico,2010-10-05,false,Hybrid,Active
001000000000466AAA,Oakline Automotive 33,Aftermarket,Standard,Automotive Aftermarket,154608968,499,Pittsburgh,Pennsylvania,USA,TerritoryNE,2023-05-12,false,ICE,Active
001000000000467AAA,Silverline Engineering,Aftermarket,Gold,Automotive Aftermarket,273595133,883,Grand Rapids,Michigan,USA,TerritoryGL,2022-12-06,false,Both,Active
001000000000468AAA,Redwood Industrial Supply 97,Aftermarket,Standard,Automotive Aftermarket,128351094,414,Toledo,Ohio,USA,TerritoryGL,2009-07-26,false,Both,Active
001000000000469AAA,Delta Automotive,Aftermarket,Standard,Automotive Aftermarket,179509020,579,Austin,Texas,USA,TerritorySC,2009-10-09,false,ICE,Active
001000000000470AAA,Windward Performance Parts 66,Aftermarket,Silver,Automotive Aftermarket,281054098,907,Atlanta,Georgia,USA,TerritorySE,2020-08-11,false,Hybrid,Active
001000000000471AAA,Pacific Automotive 66,Aftermarket,Standard,Automotive Aftermarket,163134182,526,Phoenix,Arizona,USA,TerritoryWest,2009-04-14,false,Hybrid,Active
001000000000472AAA,Granite Vehicle Systems 86,Aftermarket,Gold,Automotive Aftermarket,318065138,1026,Los Angeles,California,USA,TerritoryWest,2008-05-09,false,Hybrid,Active
001000000000473AAA,Northfield Manufacturing 89,Aftermarket,Standard,Automotive Aftermarket,117827300,380,Dallas,Texas,USA,TerritorySC,2024-06-23,false,ICE,Active
001000000000474AAA,Ridgeway Vehicle Systems 66,Aftermarket,Standard,Automotive Aftermarket,136872623,442,Seattle,Washington,USA,TerritoryWest,2013-07-13,false,ICE,Active
