OpportunityLineItemId,OpportunityId,ProductId,Quantity,ListUnitPrice,DiscountRate,NetUnitPrice,ListRevenue,NetRevenue,UnitCost,ExtendedCost,GrossMarginAmount,GrossMarginRate,ProductSubstitutionFlag,CurrencyIsoCode
00k000000001981AAA,006000000000648AAA,01t000000000024AAA,251,316.93,0.0277,308.15,79549.43,77345.65,221.7,55646.7,21698.95,0.280545,false,USD
00k000000001982AAA,006000000000649AAA,01t000000000056AAA,812,206.81,0.0662,193.12,167929.72,156813.44,130.96,106339.52,50473.92,0.321872,false,USD
00k000000001983AAA,006000000000649AAA,01t000000000005AAA,363,366.79,0.0791,337.78,133144.77,122614.14,272.07,98761.41,23852.73,0.194535,false,USD
00k000000001984AAA,006000000000649AAA,01t000000000024AAA,627,327.57,0.0699,304.67,205386.39,191028.09,221.7,139005.9,52022.19,0.272327,false,USD
00k000000001985AAA,006000000000649AAA,01t000000000043AAA,670,213.9,0.069,199.14,143313,133423.8,128.91,86369.7,47054.1,0.352666,false,USD
00k000000001986AAA,006000000000650AAA,01t000000000052AAA,551,108.78,0.0485,103.5,59937.78,57028.5,60.96,33588.96,23439.54,0.411014,false,USD
00k000000001987AAA,006000000000650AAA,01t000000000069AAA,239,352.22,0.0711,327.18,84180.58,78196.02,211.59,50570.01,27626.01,0.353292,false,USD
00k000000001988AAA,006000000000650AAA,01t000000000026AAA,266,302.86,0.082,278.03,80560.76,73955.98,192.32,51157.12,22798.86,0.308276,false,USD
00k000000001989AAA,006000000000650AAA,01t000000000013AAA,191,336.35,0.0607,315.93,64242.85,60342.63,189.95,36280.45,24062.18,0.398759,false,USD
00k000000001990AAA,006000000000651AAA,01t000000000019AAA,1350,349.72,0.066,326.64,472122,440964,228.88,308988,131976,0.29929,false,USD
00k000000001991AAA,006000000000651AAA,01t000000000039AAA,4491,118.09,0.0779,108.89,530342.19,489024.99,75.62,339609.42,149415.57,0.305538,false,USD
00k000000001992AAA,006000000000651AAA,01t000000000009AAA,2067,337,0.0669,314.45,696579,649968.15,203.75,421151.25,228816.9,0.352043,false,USD
00k000000001993AAA,006000000000651AAA,01t000000000017AAA,2421,184.28,0.1038,165.15,446141.88,399828.15,126.45,306135.45,93692.7,0.234332,false,USD
00k000000001994AAA,006000000000652AAA,01t000000000073AAA,1563,214.07,0.0863,195.6,334591.41,305722.8,136.74,213724.62,91998.18,0.30092,false,USD
00k000000001995AAA,006000000000652AAA,01t000000000024AAA,1141,321.91,0.0679,300.05,367299.31,342357.05,221.7,252959.7,89397.35,0.261123,false,USD
00k000000001996AAA,006000000000652AAA,01t000000000028AAA,1469,206.17,0.0595,193.9,302863.73,284839.1,110.67,162574.23,122264.87,0.429242,false,USD
00k000000001997AAA,006000000000653AAA,01t000000000073AAA,2723,204.05,0.1379,175.91,555628.15,479002.93,136.74,372343.02,106659.91,0.222671,false,USD
00k000000001998AAA,006000000000653AAA,01t000000000014AAA,3012,122.04,0.0771,112.63,367584.48,339241.56,81.05,244122.6,95118.96,0.280387,false,USD
00k000000001999AAA,006000000000653AAA,01t000000000069AAA,975,357.47,0.0454,341.24,348533.25,332709,218.13,212676.75,120032.25,0.360772,false,USD
00k000000002000AAA,006000000000653AAA,01t000000000038AAA,2619,208.2,0.066,194.46,545275.8,509290.74,127.14,332979.66,176311.08,0.346189,false,USD
00k000000002001AAA,006000000000653AAA,01t000000000063AAA,1283,470.4,0.0749,435.17,603523.2,558323.11,264.31,339109.73,219213.38,0.392628,false,USD
00k000000002002AAA,006000000000654AAA,01t000000000031AAA,1601,361.73,0.0982,326.21,579129.73,522262.21,237.31,379933.31,142328.9,0.272524,false,USD
00k000000002003AAA,006000000000654AAA,01t000000000047AAA,1583,305.04,0.0521,289.15,482878.32,457724.45,213.19,337479.77,120244.68,0.262701,false,USD
00k000000002004AAA,006000000000654AAA,01t000000000056AAA,2068,200.16,0.0571,188.73,413930.88,390293.64,130.96,270825.28,119468.36,0.306099,false,USD
00k000000002005AAA,006000000000655AAA,01t000000000035AAA,159,409.11,0.0613,384.03,65048.49,61060.77,230.62,36668.58,24392.19,0.399474,false,USD
00k000000002006AAA,006000000000655AAA,01t000000000013AAA,189,329.08,0.0757,304.17,62196.12,57488.13,189.95,35900.55,21587.58,0.375514,false,USD
00k000000002007AAA,006000000000655AAA,01t000000000046AAA,380,84.89,0.059,79.88,32258.2,30354.4,51.56,19592.8,10761.6,0.354532,false,USD
00k000000002008AAA,006000000000655AAA,01t000000000015AAA,179,311.89,0.0732,289.06,55828.31,51741.74,163.01,29178.79,22562.95,0.436069,false,USD
00k000000002009AAA,006000000000656AAA,01t000000000042AAA,388,270.21,0.0524,256.05,104841.48,99347.4,169.16,65634.08,33713.32,0.339348,false,USD
00k000000002010AAA,006000000000656AAA,01t000000000033AAA,477,403.87,0.0897,367.64,192645.99,175364.28,271.74,129619.98,45744.3,0.260853,false,USD
00k000000002011AAA,006000000000656AAA,01t000000000012AAA,498,399.06,0.0683,371.8,198731.88,185156.4,242.18,120605.64,64550.76,0.348628,false,USD
00k000000002012AAA,006000000000656AAA,01t000000000060AAA,741,255.12,0.0565,240.71,189043.92,178366.11,159.53,118211.73,60154.38,0.337252,false,USD
00k000000002013AAA,006000000000657AAA,01t000000000038AAA,1785,220.91,0.0855,202.02,394324.35,360605.7,127.14,226944.9,133660.8,0.370656,false,USD
00k000000002014AAA,006000000000657AAA,01t000000000030AAA,2147,163.14,0.0632,152.83,350261.58,328126.01,108.56,233078.32,95047.69,0.289668,false,USD
00k000000002015AAA,006000000000657AAA,01t000000000043AAA,1504,220.65,0.0588,207.68,331857.6,312350.72,128.91,193880.64,118470.08,0.379285,false,USD
00k000000002016AAA,006000000000657AAA,01t000000000015AAA,1007,295.05,0.0315,285.76,297115.35,287760.32,168.05,169226.35,118533.97,0.411919,false,USD
00k000000002017AAA,006000000000658AAA,01t000000000059AAA,603,216.59,0.0385,208.25,130603.77,125574.75,136.27,82170.81,43403.94,0.345642,false,USD
00k000000002018AAA,006000000000658AAA,01t000000000037AAA,324,367.5,0.0123,362.98,119070,117605.52,244.43,79195.32,38410.2,0.326602,false,USD
00k000000002019AAA,006000000000658AAA,01t000000000012AAA,337,404.84,0.0393,388.93,136431.08,131069.41,249.67,84138.79,46930.62,0.358059,false,USD
00k000000002020AAA,006000000000658AAA,01t000000000017AAA,522,192.08,0.1145,170.09,100265.76,88786.98,126.45,66006.9,22780.08,0.25657,false,USD
00k000000002021AAA,006000000000659AAA,01t000000000066AAA,2454,407.42,0.0827,373.73,999808.68,917133.42,251.52,617230.08,299903.34,0.327001,false,USD
00k000000002022AAA,006000000000659AAA,01t000000000068AAA,1847,466.23,0.0947,422.08,861126.81,779581.76,303.4,560379.8,219201.96,0.281179,false,USD
00k000000002023AAA,006000000000660AAA,01t000000000050AAA,2851,79.41,0.0806,73.01,226397.91,208151.51,51.06,145572.06,62579.45,0.300644,false,USD
00k000000002024AAA,006000000000661AAA,01t000000000039AAA,1049,122.26,0.0644,114.39,128250.74,119995.11,75.62,79325.38,40669.73,0.338928,false,USD
00k000000002025AAA,006000000000661AAA,01t000000000027AAA,251,412.62,0.0513,391.45,103567.62,98253.95,251.82,63206.82,35047.13,0.356699,false,USD
00k000000002026AAA,006000000000661AAA,01t000000000038AAA,465,215.86,0.0581,203.32,100374.9,94543.8,127.14,59120.1,35423.7,0.37468,false,USD
00k000000002027AAA,006000000000662AAA,01t000000000024AAA,2053,316.26,0.0507,300.23,649281.78,616372.19,221.7,455150.1,161222.09,0.261566,false,USD
00k000000002028AAA,006000000000662AAA,01t000000000034AAA,2066,234.14,0.0221,228.97,483733.24,473052.02,148.57,306945.62,166106.4,0.351138,false,USD
00k000000002029AAA,006000000000663AAA,01t000000000058AAA,3875,245.23,0.0905,223.04,950266.25,864280,167.27,648171.25,216108.75,0.250045,false,USD
00k000000002030AAA,006000000000664AAA,01t000000000006AAA,1648,450.8,0.0576,424.83,742918.4,700119.84,301.3,496542.4,203577.44,0.290775,false,USD
00k000000002031AAA,006000000000664AAA,01t000000000019AAA,2017,351.9,0.1083,313.79,709782.3,632914.43,228.88,461650.96,171263.47,0.270595,false,USD
00k000000002032AAA,006000000000664AAA,01t000000000039AAA,4576,120.84,0.0788,111.32,552963.84,509400.32,75.62,346037.12,163363.2,0.320697,false,USD
00k000000002033AAA,006000000000665AAA,01t000000000053AAA,3961,234.12,0.0455,223.47,927349.32,885164.67,158.05,626036.05,259128.62,0.292746,false,USD
00k000000002034AAA,006000000000665AAA,01t000000000074AAA,3570,339.03,0.058,319.37,1210337.1,1140150.9,224.7,802179,337971.9,0.296427,false,USD
00k000000002035AAA,006000000000665AAA,01t000000000057AAA,7842,126.99,0.0574,119.7,995855.58,938687.4,72.85,571289.7,367397.7,0.391395,false,USD
00k000000002036AAA,006000000000666AAA,01t000000000033AAA,1317,412.14,0.0792,379.5,542788.38,499801.5,280.14,368944.38,130857.12,0.261818,false,USD
00k000000002037AAA,006000000000666AAA,01t000000000041AAA,3701,269.39,0.1122,239.16,997012.39,885131.16,152.9,565882.9,319248.26,0.360679,false,USD
00k000000002038AAA,006000000000666AAA,01t000000000009AAA,2811,336.86,0.1097,299.91,946913.46,843047.01,203.75,572741.25,270305.76,0.32063,false,USD
00k000000002039AAA,006000000000667AAA,01t000000000057AAA,1729,122.74,0.0291,119.17,212217.46,206044.93,70.66,122171.14,83873.79,0.407066,false,USD
00k000000002040AAA,006000000000667AAA,01t000000000044AAA,537,407.52,0.0506,386.9,218838.24,207765.3,236.16,126817.92,80947.38,0.38961,false,USD
00k000000002041AAA,006000000000667AAA,01t000000000015AAA,1136,306.16,0.0794,281.85,347797.76,320181.6,163.01,185179.36,135002.24,0.421643,false,USD
00k000000002042AAA,006000000000667AAA,01t000000000013AAA,1073,328.22,0.0667,306.33,352180.06,328692.09,189.95,203816.35,124875.74,0.379917,false,USD
00k000000002043AAA,006000000000667AAA,01t000000000029AAA,1076,223.82,0.0715,207.82,240830.32,223614.32,148.49,159775.24,63839.08,0.285487,false,USD
00k000000002044AAA,006000000000668AAA,01t000000000054AAA,13952,132.51,0.1175,116.94,1848779.52,1631546.88,80.43,1122159.36,509387.52,0.312211,false,USD
00k000000002045AAA,006000000000668AAA,01t000000000051AAA,33602,72.67,0.0912,66.04,2441857.34,2219076.08,51.08,1716390.16,502685.92,0.226529,false,USD
00k000000002046AAA,006000000000669AAA,01t000000000052AAA,10620,101.06,0.0815,92.82,1073257.2,985748.4,62.85,667467,318281.4,0.322883,false,USD
00k000000002047AAA,006000000000669AAA,01t000000000015AAA,3760,312.73,0.0538,295.91,1175864.8,1112621.6,168.05,631868,480753.6,0.432091,false,USD
00k000000002048AAA,006000000000670AAA,01t000000000056AAA,463,202.5,0.0508,192.21,93757.5,88993.23,130.96,60634.48,28358.75,0.318662,false,USD
00k000000002049AAA,006000000000670AAA,01t000000000039AAA,602,117.52,0.1189,103.55,70747.04,62337.1,75.62,45523.24,16813.86,0.269725,false,USD
00k000000002050AAA,006000000000670AAA,01t000000000027AAA,290,407.47,0.0882,371.53,118166.3,107743.7,251.82,73027.8,34715.9,0.322208,false,USD
00k000000002051AAA,006000000000671AAA,01t000000000031AAA,445,375.23,0.0348,362.17,166977.35,161165.65,237.31,105602.95,55562.7,0.344755,false,USD
00k000000002052AAA,006000000000671AAA,01t000000000052AAA,1364,104.72,0.0474,99.76,142838.08,136072.64,62.85,85727.4,50345.24,0.369988,false,USD
00k000000002053AAA,006000000000671AAA,01t000000000009AAA,320,342.11,0.0056,340.19,109475.2,108860.8,203.75,65200,43660.8,0.40107,false,USD
00k000000002054AAA,006000000000671AAA,01t000000000073AAA,686,216.84,0.0887,197.61,148752.24,135560.46,136.74,93803.64,41756.82,0.308031,false,USD
00k000000002055AAA,006000000000671AAA,01t000000000037AAA,385,358.42,0.0756,331.32,137991.7,127558.2,244.43,94105.55,33452.65,0.262254,false,USD
00k000000002056AAA,006000000000672AAA,01t000000000014AAA,1871,119.15,0.0606,111.93,222929.65,209421.03,81.05,151644.55,57776.48,0.275887,false,USD
00k000000002057AAA,006000000000672AAA,01t000000000032AAA,953,325.4,0.0842,298,310106.2,283994,199.36,189990.08,94003.92,0.331007,false,USD
00k000000002058AAA,006000000000673AAA,01t000000000018AAA,2334,156.42,0.0735,144.92,365084.28,338243.28,92.07,214891.38,123351.9,0.364684,false,USD
00k000000002059AAA,006000000000674AAA,01t000000000072AAA,77,579.47,0.0751,535.95,44619.19,41268.15,412.18,31737.86,9530.29,0.230936,false,USD
00k000000002060AAA,006000000000674AAA,01t000000000023AAA,163,335.86,0.0486,319.54,54745.18,52085.02,222.39,36249.57,15835.45,0.304031,false,USD
00k000000002061AAA,006000000000674AAA,01t000000000070AAA,70,589.99,0.0944,534.29,41299.3,37400.3,339.31,23751.7,13648.6,0.364933,false,USD
00k000000002062AAA,006000000000674AAA,01t000000000009AAA,92,344.45,0.0292,334.39,31689.4,30763.88,203.75,18745,12018.88,0.390682,false,USD
00k000000002063AAA,006000000000675AAA,01t000000000014AAA,291,124.42,0.0915,113.04,36206.22,32894.64,81.05,23585.55,9309.09,0.282997,false,USD
00k000000002064AAA,006000000000675AAA,01t000000000064AAA,238,235.9,0.0306,228.68,56144.2,54425.84,161.48,38432.24,15993.6,0.29386,false,USD
00k000000002065AAA,006000000000675AAA,01t000000000049AAA,120,362.57,0.0772,334.58,43508.4,40149.6,244.93,29391.6,10758,0.267948,false,USD
00k000000002066AAA,006000000000676AAA,01t000000000008AAA,1272,251.98,0.0596,236.96,320518.56,301413.12,179.17,227904.24,73508.88,0.243881,false,USD
00k000000002067AAA,006000000000676AAA,01t000000000025AAA,5359,76.09,0.1021,68.32,407766.31,366126.88,51.29,274863.11,91263.77,0.249268,false,USD
00k000000002068AAA,006000000000676AAA,01t000000000024AAA,735,323.31,0.0632,302.88,237632.85,222616.8,221.7,162949.5,59667.3,0.268027,false,USD
00k000000002069AAA,006000000000676AAA,01t000000000021AAA,606,326,0.0605,306.28,197556,185605.68,239.32,145027.92,40577.76,0.218623,false,USD
00k000000002070AAA,006000000000677AAA,01t000000000028AAA,836,198.88,0.023,194.31,166263.68,162443.16,110.67,92520.12,69923.04,0.430446,false,USD
00k000000002071AAA,006000000000677AAA,01t000000000018AAA,1789,141.59,0.082,129.98,253304.51,232534.22,92.07,164713.23,67820.99,0.29166,false,USD
00k000000002072AAA,006000000000678AAA,01t000000000043AAA,222,214.65,0.0606,201.64,47652.3,44764.08,128.91,28618.02,16146.06,0.360692,false,USD
00k000000002073AAA,006000000000678AAA,01t000000000054AAA,438,129.93,0.1418,111.51,56909.34,48841.38,80.43,35228.34,13613.04,0.278719,false,USD
00k000000002074AAA,006000000000678AAA,01t000000000004AAA,92,393.55,0.0865,359.51,36206.6,33074.92,267.02,24565.84,8509.08,0.257267,false,USD
00k000000002075AAA,006000000000679AAA,01t000000000025AAA,4944,74.42,0.0776,68.65,367932.48,339405.6,51.29,253577.76,85827.84,0.252877,false,USD
00k000000002076AAA,006000000000679AAA,01t000000000023AAA,1788,343.2,0.0625,321.75,613641.6,575289,222.39,397633.32,177655.68,0.308811,false,USD
00k000000002077AAA,006000000000680AAA,01t000000000020AAA,288,401.49,0.058,378.2,115629.12,108921.6,218.34,62881.92,46039.68,0.422686,false,USD
00k000000002078AAA,006000000000680AAA,01t000000000028AAA,774,198.93,0.0719,184.63,153971.82,142903.62,110.67,85658.58,57245.04,0.400585,false,USD
00k000000002079AAA,006000000000680AAA,01t000000000048AAA,342,416.2,0.0455,397.26,142340.4,135862.92,264.11,90325.62,45537.3,0.335171,false,USD
00k000000002080AAA,006000000000681AAA,01t000000000028AAA,894,200.03,0.0556,188.91,178826.82,168885.54,110.67,98938.98,69946.56,0.414165,false,USD
00k000000002081AAA,006000000000681AAA,01t000000000009AAA,537,346.52,0.0968,312.98,186081.24,168070.26,203.75,109413.75,58656.51,0.349,false,USD
00k000000002082AAA,006000000000681AAA,01t000000000021AAA,368,333.94,0.0569,314.94,122889.92,115897.92,239.32,88069.76,27828.16,0.240109,false,USD
00k000000002083AAA,006000000000681AAA,01t000000000072AAA,178,593.74,0.0478,565.36,105685.72,100634.08,412.18,73368.04,27266.04,0.270942,false,USD
00k000000002084AAA,006000000000682AAA,01t000000000070AAA,91,565.6,0.0955,511.59,51469.6,46554.69,339.31,30877.21,15677.48,0.336754,false,USD
00k000000002085AAA,006000000000682AAA,01t000000000064AAA,270,239.26,0.058,225.38,64600.2,60852.6,161.48,43599.6,17253,0.283521,false,USD
00k000000002086AAA,006000000000682AAA,01t000000000037AAA,223,370.91,0.066,346.43,82712.93,77253.89,244.43,54507.89,22746,0.294432,false,USD
00k000000002087AAA,006000000000682AAA,01t000000000075AAA,128,614.87,0.1318,533.83,78703.36,68330.24,356.45,45625.6,22704.64,0.332278,false,USD
00k000000002088AAA,006000000000683AAA,01t000000000009AAA,3983,349.24,0.1193,307.58,1391022.92,1225091.14,203.75,811536.25,413554.89,0.337571,false,USD
00k000000002089AAA,006000000000684AAA,01t000000000030AAA,361,158.16,0.0589,148.84,57095.76,53731.24,108.56,39190.16,14541.08,0.270626,false,USD
00k000000002090AAA,006000000000684AAA,01t000000000009AAA,252,343.29,0.0754,317.41,86509.08,79987.32,203.75,51345,28642.32,0.358086,false,USD
00k000000002091AAA,006000000000684AAA,01t000000000038AAA,460,210.96,0.07,196.19,97041.6,90247.4,127.14,58484.4,31763,0.351955,false,USD
00k000000002092AAA,006000000000684AAA,01t000000000072AAA,110,587.82,0.0698,546.79,64660.2,60146.9,412.18,45339.8,14807.1,0.246182,false,USD
00k000000002093AAA,006000000000684AAA,01t000000000043AAA,456,227.97,0.1001,205.15,103954.32,93548.4,128.91,58782.96,34765.44,0.371631,false,USD
00k000000002094AAA,006000000000685AAA,01t000000000057AAA,1442,129.23,0.0783,119.11,186349.66,171756.62,72.85,105049.7,66706.92,0.38838,false,USD
00k000000002095AAA,006000000000685AAA,01t000000000035AAA,399,385.71,0.1529,326.73,153898.29,130365.27,237.75,94862.25,35503.02,0.272335,false,USD
00k000000002096AAA,006000000000685AAA,01t000000000009AAA,510,347.96,0.0604,326.94,177459.6,166739.4,203.75,103912.5,62826.9,0.376797,false,USD
00k000000002097AAA,006000000000686AAA,01t000000000072AAA,794,574.77,0.0385,552.64,456367.38,438796.16,412.18,327270.92,111525.24,0.254162,false,USD
00k000000002098AAA,006000000000686AAA,01t000000000030AAA,2049,161.53,0.0729,149.75,330974.97,306837.75,108.56,222439.44,84398.31,0.275058,false,USD
00k000000002099AAA,006000000000686AAA,01t000000000063AAA,1002,467.56,0.0645,437.4,468495.12,438274.8,264.31,264838.62,173436.18,0.395725,false,USD
00k000000002100AAA,006000000000686AAA,01t000000000073AAA,1691,216.14,0.0704,200.92,365492.74,339755.72,136.74,231227.34,108528.38,0.319431,false,USD
00k000000002101AAA,006000000000687AAA,01t000000000052AAA,4028,103.75,0.0566,97.88,417905,394260.64,62.85,253159.8,141100.84,0.357887,false,USD
00k000000002102AAA,006000000000687AAA,01t000000000050AAA,3859,77.51,0.1039,69.46,299111.09,268046.14,51.06,197040.54,71005.6,0.264901,false,USD
00k000000002103AAA,006000000000688AAA,01t000000000063AAA,1736,466.8,0.069,434.59,810364.8,754448.24,264.31,458842.16,295606.08,0.391818,false,USD
00k000000002104AAA,006000000000689AAA,01t000000000015AAA,111,294.61,0,294.61,32701.71,32701.71,168.05,18653.55,14048.16,0.429585,false,USD
00k000000002105AAA,006000000000689AAA,01t000000000002AAA,265,183.84,0.0994,165.57,48717.6,43876.05,113.8,30157,13719.05,0.312677,false,USD
00k000000002106AAA,006000000000689AAA,01t000000000039AAA,286,129.36,0.0494,122.97,36996.96,35169.42,75.62,21627.32,13542.1,0.385053,false,USD
00k000000002107AAA,006000000000689AAA,01t000000000031AAA,124,384.29,0.0747,355.58,47651.96,44091.92,237.31,29426.44,14665.48,0.332612,false,USD
00k000000002108AAA,006000000000689AAA,01t000000000004AAA,92,392.39,0.0624,367.9,36099.88,33846.8,267.02,24565.84,9280.96,0.274205,false,USD
00k000000002109AAA,006000000000690AAA,01t000000000049AAA,144,357.8,0.0486,340.41,51523.2,49019.04,244.93,35269.92,13749.12,0.280485,false,USD
00k000000002110AAA,006000000000690AAA,01t000000000032AAA,140,341.86,0.0922,310.34,47860.4,43447.6,199.36,27910.4,15537.2,0.357608,false,USD
00k000000002111AAA,006000000000690AAA,01t000000000058AAA,174,240.28,0.0299,233.1,41808.72,40559.4,167.27,29104.98,11454.42,0.282411,false,USD
00k000000002112AAA,006000000000690AAA,01t000000000073AAA,194,222.35,0.1011,199.87,43135.9,38774.78,136.74,26527.56,12247.22,0.315855,false,USD
00k000000002113AAA,006000000000690AAA,01t000000000015AAA,150,309.44,0.0617,290.35,46416,43552.5,168.05,25207.5,18345,0.421216,false,USD
00k000000002114AAA,006000000000691AAA,01t000000000028AAA,403,196.83,0.0805,180.99,79322.49,72938.97,110.67,44600.01,28338.96,0.38853,false,USD
00k000000002115AAA,006000000000691AAA,01t000000000041AAA,367,259.75,0.055,245.46,95328.25,90083.82,152.9,56114.3,33969.52,0.377088,false,USD
00k000000002116AAA,006000000000692AAA,01t000000000015AAA,1642,305.85,0.0906,278.14,502205.7,456705.88,168.05,275938.1,180767.78,0.395808,false,USD
00k000000002117AAA,006000000000692AAA,01t000000000026AAA,1815,298.6,0.0511,283.34,541959,514262.1,198.27,359860.05,154402.05,0.30024,false,USD
00k000000002118AAA,006000000000692AAA,01t000000000012AAA,897,393,0.0695,365.69,352521,328023.93,249.67,223953.99,104069.94,0.317263,false,USD
00k000000002119AAA,006000000000693AAA,01t000000000032AAA,971,320.84,0.0796,295.3,311535.64,286736.3,199.36,193578.56,93157.74,0.32489,false,USD
00k000000002120AAA,006000000000693AAA,01t000000000048AAA,1075,390.08,0.072,361.99,419336,389139.25,264.11,283918.25,105221,0.270394,false,USD
00k000000002121AAA,006000000000694AAA,01t000000000038AAA,1632,217.82,0.0852,199.26,355482.24,325192.32,127.14,207492.48,117699.84,0.361939,false,USD
00k000000002122AAA,006000000000694AAA,01t000000000017AAA,988,195.17,0.0405,187.27,192827.96,185022.76,126.45,124932.6,60090.16,0.324772,false,USD
00k000000002123AAA,006000000000694AAA,01t000000000047AAA,1133,328.03,0.1068,293,371657.99,331969,213.19,241544.27,90424.73,0.272389,false,USD
00k000000002124AAA,006000000000695AAA,01t000000000013AAA,726,311.02,0.0582,292.92,225800.52,212659.92,195.82,142165.32,70494.6,0.33149,false,USD
00k000000002125AAA,006000000000695AAA,01t000000000048AAA,573,394.85,0.0972,356.47,226249.05,204257.31,264.11,151335.03,52922.28,0.259096,false,USD
00k000000002126AAA,006000000000695AAA,01t000000000031AAA,502,391.04,0.1339,338.68,196302.08,170017.36,237.31,119129.62,50887.74,0.299309,false,USD
00k000000002127AAA,006000000000696AAA,01t000000000047AAA,393,315.93,0.0865,288.6,124160.49,113419.8,213.19,83783.67,29636.13,0.261296,false,USD
00k000000002128AAA,006000000000696AAA,01t000000000075AAA,188,633.42,0.0386,608.97,119082.96,114486.36,356.45,67012.6,47473.76,0.414667,false,USD
00k000000002129AAA,006000000000696AAA,01t000000000049AAA,294,357.83,0.0626,335.43,105202.02,98616.42,244.93,72009.42,26607,0.269803,false,USD
00k000000002130AAA,006000000000697AAA,01t000000000055AAA,1559,232.6,0.0745,215.27,362623.4,335605.93,130.02,202701.18,132904.75,0.396014,false,USD
00k000000002131AAA,006000000000697AAA,01t000000000018AAA,2039,155.57,0.0771,143.58,317207.23,292759.62,92.07,187730.73,105028.89,0.358755,false,USD
00k000000002132AAA,006000000000698AAA,01t000000000014AAA,1058,120.29,0.0819,110.44,127266.82,116845.52,81.05,85750.9,31094.62,0.266117,false,USD
00k000000002133AAA,006000000000698AAA,01t000000000038AAA,418,212.17,0.0819,194.79,88687.06,81422.22,127.14,53144.52,28277.7,0.347297,false,USD
00k000000002134AAA,006000000000699AAA,01t000000000058AAA,1518,239.13,0.062,224.3,362999.34,340487.4,167.27,253915.86,86571.54,0.254258,false,USD
00k000000002135AAA,006000000000699AAA,01t000000000036AAA,3523,148.47,0.0372,142.95,523059.81,503612.85,95.18,335319.14,168293.71,0.334173,false,USD
00k000000002136AAA,006000000000700AAA,01t000000000007AAA,3865,197.34,0.0908,179.42,762719.1,693458.3,120.99,467626.35,225831.95,0.32566,false,USD
00k000000002137AAA,006000000000701AAA,01t000000000052AAA,4553,103.34,0.097,93.32,470507.02,424885.96,60.96,277550.88,147335.08,0.346764,false,USD
00k000000002138AAA,006000000000701AAA,01t000000000024AAA,994,318.76,0.0502,302.76,316847.44,300943.44,215.05,213759.7,87183.74,0.289701,false,USD
00k000000002139AAA,006000000000701AAA,01t000000000039AAA,3919,121.66,0.064,113.87,476785.54,446256.53,73.35,287458.65,158797.88,0.355844,false,USD
00k000000002140AAA,006000000000701AAA,01t000000000003AAA,2269,205.68,0.0606,193.22,466687.92,438416.18,121.74,276228.06,162188.12,0.369941,false,USD
00k000000002141AAA,006000000000702AAA,01t000000000054AAA,2972,129.66,0.0601,121.87,385349.52,362197.64,78.02,231875.44,130322.2,0.35981,false,USD
00k000000002142AAA,006000000000702AAA,01t000000000043AAA,2229,219.98,0.0412,210.92,490335.42,470140.68,125.04,278714.16,191426.52,0.407169,false,USD
00k000000002143AAA,006000000000702AAA,01t000000000023AAA,1327,330.2,0.0123,326.14,438175.4,432787.78,215.72,286260.44,146527.34,0.338566,false,USD
00k000000002144AAA,006000000000702AAA,01t000000000007AAA,1920,196.34,0.0453,187.45,376972.8,359904,117.36,225331.2,134572.8,0.373913,false,USD
00k000000002145AAA,006000000000703AAA,01t000000000034AAA,621,229.65,0.0416,220.1,142612.65,136682.1,148.57,92261.97,44420.13,0.324989,false,USD
00k000000002146AAA,006000000000703AAA,01t000000000054AAA,835,128.6,0.0296,124.79,107381,104199.65,80.43,67159.05,37040.6,0.355477,false,USD
00k000000002147AAA,006000000000703AAA,01t000000000031AAA,236,379.93,0.0912,345.28,89663.48,81486.08,237.31,56005.16,25480.92,0.312703,false,USD
00k000000002148AAA,006000000000703AAA,01t000000000020AAA,202,375.34,0.044,358.83,75818.68,72483.66,218.34,44104.68,28378.98,0.391522,false,USD
00k000000002149AAA,006000000000703AAA,01t000000000019AAA,404,355.53,0.0647,332.53,143634.12,134342.12,228.88,92467.52,41874.6,0.311701,false,USD
00k000000002150AAA,006000000000704AAA,01t000000000039AAA,2915,119.24,0.1085,106.3,347584.6,309864.5,75.62,220432.3,89432.2,0.288617,false,USD
00k000000002151AAA,006000000000704AAA,01t000000000028AAA,2169,193.04,0.0671,180.09,418703.76,390615.21,110.67,240043.23,150571.98,0.385474,false,USD
00k000000002152AAA,006000000000704AAA,01t000000000026AAA,1227,298.47,0.0535,282.5,366222.69,346627.5,198.27,243277.29,103350.21,0.298159,false,USD
00k000000002153AAA,006000000000705AAA,01t000000000053AAA,636,243.68,0.0884,222.14,154980.48,141281.04,158.05,100519.8,40761.24,0.288512,false,USD
00k000000002154AAA,006000000000705AAA,01t000000000052AAA,924,110.02,0.0874,100.4,101658.48,92769.6,62.85,58073.4,34696.2,0.374004,false,USD
00k000000002155AAA,006000000000705AAA,01t000000000040AAA,663,229.2,0.0601,215.43,151959.6,142830.09,142.61,94550.43,48279.66,0.338022,false,USD
00k000000002156AAA,006000000000706AAA,01t000000000015AAA,1260,312.19,0.0619,292.87,393359.4,369016.2,168.05,211743,157273.2,0.426196,false,USD
00k000000002157AAA,006000000000706AAA,01t000000000042AAA,941,273.76,0.072,254.05,257608.16,239061.05,174.39,164100.99,74960.06,0.31356,false,USD
00k000000002158AAA,006000000000706AAA,01t000000000061AAA,1609,203.25,0.067,189.63,327029.25,305114.67,138.34,222589.06,82525.61,0.270474,false,USD
