OpportunityId,OpportunityName,AccountId,OwnerUserId,OpportunityType,VehicleProgramName,VehicleSegment,PowertrainType,StageName,ForecastCategory,Probability,Amount,CurrencyIsoCode,CreatedDate,OriginalCloseDate,PriorCloseDate,CloseDate,CloseDateChangeCount,IsClosed,IsWon,LossReason,LeadSource,CustomerNeed,NextStep,LastActivityDate
006000000000674AAA,Pacific Automotive 66 - Pacific Horizon Crossover - 0674,001000000000471AAA,005000000000024AAA,New Program,Pacific Horizon Crossover,Compact Crossover,Hybrid,Negotiation,Commit,0.8,161517.35,USD,2026-05-02,2026-09-22,,2026-09-22,0,false,false,,Existing Relationship,Quality Improvement,Confirm program timing,2026-05-18
006000000000675AAA,Lakeview Mobility - Lakeview Meridian Sedan - 0675,001000000000476AAA,005000000000027AAA,New Program,Lakeview Meridian Sedan,Mid-Size Sedan,Hybrid,Closed Won,Closed,1,127470.08,USD,2024-11-12,2025-03-03,,2025-03-03,0,true,true,,RFQ,Quality Improvement,,2025-02-25
006000000000676AAA,Westgate Fleet Solutions - Westgate Summit Sedan - 0676,001000000000078AAA,005000000000014AAA,Requote,Westgate Summit Sedan,Mid-Size Sedan,ICE,Closed Won,Closed,1,1075762.48,USD,2026-01-24,2026-06-08,,2026-06-08,0,true,true,,Trade Event,Platform Launch,,2026-05-16
006000000000677AAA,Atlas Vehicle Systems - Atlas CityTrail Compact - 0677,001000000000172AAA,005000000000019AAA,Expansion,Atlas CityTrail Compact,Compact Crossover,Hybrid,Closed Won,Closed,1,394977.38,USD,2025-06-18,2025-12-19,,2025-12-19,0,true,true,,Partner,Platform Launch,,2025-12-18
006000000000678AAA,Stonebridge Distribution - Stonebridge Everyday Commuter - 0678,001000000000441AAA,005000000000020AAA,New Program,Stonebridge Everyday Commuter,Urban Commuter,Hybrid,Closed Won,Closed,1,126680.38,USD,2024-02-19,2024-08-10,,2024-08-10,0,true,true,,RFQ,Quality Improvement,,2024-08-02
006000000000679AAA,Alder Components - Alder Vista Crossover - 0679,001000000000121AAA,005000000000020AAA,Requote,Alder Vista Crossover,Compact Crossover,ICE,Negotiation,Commit,0.8,914694.6,USD,2025-11-07,2026-05-11,2026-05-11,2026-08-13,1,false,false,,Existing Relationship,Supplier Consolidation,Submit revised quotation,2026-06-12
006000000000680AAA,Oakline Manufacturing - Oakline RoadReady Replacement - 0680,001000000000227AAA,005000000000014AAA,New Program,Oakline RoadReady Replacement,Aftermarket Program,Hybrid,Closed Won,Closed,1,387688.14,USD,2025-09-09,2026-02-26,,2026-02-26,0,true,true,,RFQ,Capacity Expansion,,2026-02-11
006000000000681AAA,Silverline Powertrain 68 - Silverline UrbanCargo Platform - 0681,001000000000229AAA,005000000000028AAA,New Program,Silverline UrbanCargo Platform,Fleet Van,Hybrid,Closed Lost,Closed,0,553487.8,USD,2024-09-02,2025-01-27,,2025-01-27,0,true,false,Technical Fit,Referral,Cost Reduction,,2025-01-19
006000000000682AAA,Atlas Automotive - Atlas UrbanGo Platform - 0682,001000000000305AAA,005000000000026AAA,Requote,Atlas UrbanGo Platform,Urban Commuter,Hybrid,Closed Won,Closed,1,252991.42,USD,2023-10-02,2024-03-08,,2024-03-08,0,true,true,,Existing Relationship,Cost Reduction,,2024-02-26
006000000000683AAA,Westgate Motor Systems - Westgate National Parts Program - 0683,001000000000026AAA,005000000000019AAA,Expansion,Westgate National Parts Program,Aftermarket Program,Hybrid,Proposal or Quote,Pipeline,0.6,1225091.14,USD,2023-05-31,2023-11-19,,2026-09-06,0,false,false,,Referral,Quality Improvement,Validate product fit,2026-05-25
006000000000684AAA,Union Performance Parts - Union Avenue Platform - 0684,001000000000239AAA,005000000000023AAA,Expansion,Union Avenue Platform,Mid-Size Sedan,Hybrid,Technical Review,Pipeline,0.4,377661.26,USD,2026-05-30,2026-10-02,,2026-10-02,0,false,false,,Referral,Platform Launch,Submit revised quotation,2026-05-20
006000000000685AAA,Cobalt Distribution 14 - Cobalt UrbanCargo Platform - 0685,001000000000358AAA,005000000000023AAA,Requote,Cobalt UrbanCargo Platform,Fleet Van,ICE,Closed Won,Closed,1,468861.29,USD,2024-08-21,2025-02-03,2025-02-03,2025-06-02,2,true,true,,RFQ,Supplier Consolidation,,2025-05-10
006000000000686AAA,Eastgate Manufacturing 42 - Eastgate Everyday Commuter - 0686,001000000000080AAA,005000000000014AAA,New Program,Eastgate Everyday Commuter,Urban Commuter,Hybrid,Closed Won,Closed,1,1523664.43,USD,2025-10-13,2026-04-15,,2026-04-15,0,true,true,,Existing Relationship,Quality Improvement,,2026-04-14
006000000000687AAA,Alder Components - Alder Summit Sedan - 0687,001000000000121AAA,005000000000020AAA,Expansion,Alder Summit Sedan,Mid-Size Sedan,ICE,Proposal or Quote,Best Case,0.6,662306.78,USD,2026-04-16,2026-11-14,,2026-11-14,0,false,false,,RFQ,Cost Reduction,Submit revised quotation,2026-06-20
006000000000688AAA,Maple Distribution 22 - Maple Nova Compact Program - 0688,001000000000400AAA,005000000000027AAA,New Program,Maple Nova Compact Program,Compact Crossover,Hybrid,Negotiation,Commit,0.8,754448.24,USD,2026-04-06,2026-07-24,,2026-07-24,0,false,false,,Existing Relationship,Quality Improvement,Confirm program timing,2026-06-22
006000000000689AAA,Canyon Distribution 65 - Canyon Vista Crossover - 0689,001000000000479AAA,005000000000019AAA,Expansion,Canyon Vista Crossover,Compact Crossover,ICE,Closed Won,Closed,1,189685.9,USD,2025-03-06,2025-08-23,,2025-08-23,0,true,true,,Existing Relationship,Supplier Consolidation,,2025-08-02
006000000000690AAA,Maple Industrial Supply - Maple Nova Compact Program - 0690,001000000000307AAA,005000000000018AAA,Expansion,Maple Nova Compact Program,Compact Crossover,Hybrid,Closed Lost,Closed,0,215353.32,USD,2025-11-08,2026-03-31,,2026-03-31,0,true,false,No Decision,Referral,Cost Reduction,,2026-03-17
006000000000691AAA,Oakline Mobility - Oakline Nova Compact Program - 0691,001000000000133AAA,005000000000028AAA,New Program,Oakline Nova Compact Program,Compact Crossover,ICE,Closed Won,Closed,1,163022.79,USD,2025-10-26,2026-05-21,,2026-05-21,0,true,true,,RFQ,Platform Launch,,2026-04-28
006000000000692AAA,Meridian Distribution - Meridian TrailForge Platform - 0692,001000000000034AAA,005000000000013AAA,New Program,Meridian TrailForge Platform,Light Truck,ICE,Negotiation,Pipeline,0.8,1298991.91,USD,2024-02-04,2024-06-20,,2026-10-03,0,false,false,,Partner,Hybrid Readiness,Submit revised quotation,2026-05-17
006000000000693AAA,Alder Assembly - Alder MetroOne Program - 0693,001000000000118AAA,005000000000017AAA,New Program,Alder MetroOne Program,Urban Commuter,Hybrid,Closed Won,Closed,1,675875.55,USD,2024-11-05,2025-03-30,,2025-03-30,0,true,true,,Partner,Capacity Expansion,,2025-03-15
006000000000694AAA,Suncrest Mobility - Suncrest Everyday Commuter - 0694,001000000000075AAA,005000000000017AAA,New Program,Suncrest Everyday Commuter,Urban Commuter,ICE,Closed Lost,Closed,0,842184.08,USD,2024-02-06,2024-07-05,,2024-07-05,0,true,false,Technical Fit,RFQ,Supplier Consolidation,,2024-07-02
006000000000695AAA,Maple Powertrain - Maple TransitWorks Van - 0695,001000000000156AAA,005000000000026AAA,New Program,Maple TransitWorks Van,Fleet Van,Hybrid,Negotiation,Commit,0.8,586934.59,USD,2026-02-11,2026-08-06,2026-08-06,2026-09-07,2,false,false,,Referral,Platform Launch,Finalize commercial terms,2026-05-16
006000000000696AAA,Crescent Distribution - Crescent Horizon Crossover - 0696,001000000000199AAA,005000000000028AAA,Expansion,Crescent Horizon Crossover,Compact Crossover,Hybrid,Proposal or Quote,Best Case,0.6,326522.58,USD,2026-02-11,2026-07-18,,2026-07-18,0,false,false,,RFQ,Cost Reduction,Complete technical review,2026-06-04
006000000000697AAA,Redwood Industrial Supply 94 - Redwood RoadReady Replacement - 0697,001000000000218AAA,005000000000028AAA,Expansion,Redwood RoadReady Replacement,Aftermarket Program,Hybrid,Prospecting,Pipeline,0.1,628365.55,USD,2026-02-07,2026-09-14,2026-09-14,2027-01-08,1,false,false,,Existing Relationship,Quality Improvement,Finalize commercial terms,2026-06-24
006000000000698AAA,Valley Mobility 58 - Valley ServicePlus Program - 0698,001000000000246AAA,005000000000020AAA,New Program,Valley ServicePlus Program,Aftermarket Program,ICE,Closed Lost,Closed,0,198267.74,USD,2023-10-23,2024-03-18,,2024-03-18,0,true,false,No Decision,Existing Relationship,Supplier Consolidation,,2024-03-07
006000000000699AAA,Stonebridge Powertrain - Stonebridge Everyday Commuter - 0699,001000000000054AAA,005000000000022AAA,Expansion,Stonebridge Everyday Commuter,Urban Commuter,ICE,Closed Lost,Closed,0,844100.25,USD,2025-06-10,2025-11-14,,2025-11-14,0,true,false,No Decision,RFQ,Platform Launch,,2025-10-22
006000000000700AAA,Prairie Motor Systems - Prairie Vista Crossover - 0700,001000000000051AAA,005000000000020AAA,Replacement,Prairie Vista Crossover,Compact Crossover,ICE,Closed Lost,Closed,0,693458.3,USD,2023-09-08,2024-01-11,,2024-01-11,0,true,false,Competitor,Inbound,Capacity Expansion,,2024-01-02
006000000000701AAA,Pinnacle Fleet Solutions - Pinnacle CityMotion Vehicle - 0701,001000000000028AAA,005000000000015AAA,Expansion,Pinnacle CityMotion Vehicle,Urban Commuter,ICE,Proposal or Quote,Best Case,0.6,1610502.11,USD,2026-03-30,2026-09-27,,2026-09-27,0,false,false,,RFQ,Supplier Consolidation,Validate product fit,2026-06-10
006000000000702AAA,Summit Motorworks - Summit CityMotion Vehicle - 0702,001000000000003AAA,005000000000011AAA,Expansion,Summit CityMotion Vehicle,Urban Commuter,ICE,Negotiation,Commit,0.8,1625030.1,USD,2026-03-22,2026-08-21,,2026-08-21,0,false,false,,Existing Relationship,Quality Improvement,Finalize commercial terms,2026-05-31
006000000000703AAA,Pacific Performance Parts 72 - Pacific TrailForge Platform - 0703,001000000000391AAA,005000000000019AAA,Expansion,Pacific TrailForge Platform,Light Truck,Hybrid,Closed Lost,Closed,0,529193.61,USD,2024-02-01,2024-06-16,,2024-06-16,0,true,false,Technical Fit,Existing Relationship,Capacity Expansion,,2024-05-22
006000000000704AAA,Frontier Automotive - Frontier UrbanGo Platform - 0704,001000000000037AAA,005000000000013AAA,New Program,Frontier UrbanGo Platform,Urban Commuter,ICE,Closed Won,Closed,1,1047107.21,USD,2023-02-23,2023-07-22,2023-07-22,2023-09-18,2,true,true,,Existing Relationship,Quality Improvement,,2023-09-09
006000000000705AAA,Heritage Manufacturing - Heritage CityMotion Vehicle - 0705,001000000000138AAA,005000000000019AAA,Requote,Heritage CityMotion Vehicle,Urban Commuter,ICE,Closed Lost,Closed,0,376880.73,USD,2023-01-18,2023-08-09,,2023-08-09,0,true,false,Program Cancelled,Inbound,Quality Improvement,,2023-08-04
006000000000706AAA,Pinnacle Distribution - Pinnacle FleetWay Program - 0706,001000000000122AAA,005000000000012AAA,Replacement,Pinnacle FleetWay Program,Fleet Van,ICE,Closed Won,Closed,1,913191.92,USD,2024-11-17,2025-01-21,,2025-01-21,0,true,true,,Existing Relationship,Platform Launch,,2025-01-15
006000000000707AAA,Pacific Powertrain - Pacific Everyday Commuter - 0707,001000000000087AAA,005000000000024AAA,New Program,Pacific Everyday Commuter,Urban Commuter,ICE,Technical Review,Pipeline,0.4,697310.08,USD,2026-04-03,2026-08-11,2026-08-11,2026-11-04,2,false,false,,Existing Relationship,Platform Launch,Confirm program timing,2026-06-19
006000000000708AAA,Prairie Transport Group - Prairie Summit Sedan - 0708,001000000000097AAA,005000000000019AAA,Expansion,Prairie Summit Sedan,Mid-Size Sedan,ICE,Technical Review,Pipeline,0.4,632548.7,USD,2026-03-24,2026-09-18,,2026-09-18,0,false,false,,RFQ,Platform Launch,Complete technical review,2026-05-27
006000000000709AAA,Windward Fleet Solutions - Windward UrbanCargo Platform - 0709,001000000000204AAA,005000000000021AAA,New Program,Windward UrbanCargo Platform,Fleet Van,ICE,Closed Won,Closed,1,553912.75,USD,2024-05-08,2024-06-28,,2024-06-28,0,true,true,,Trade Event,Quality Improvement,,2024-06-17
006000000000710AAA,Westgate Performance Parts - Westgate Nova Compact Program - 0710,001000000000044AAA,005000000000027AAA,Replacement,Westgate Nova Compact Program,Compact Crossover,Hybrid,Closed Lost,Closed,0,1090684.16,USD,2025-06-04,2025-09-18,,2025-09-18,0,true,false,Program Cancelled,RFQ,Hybrid Readiness,,2025-09-12
006000000000711AAA,Westgate Mobility - Westgate WorkLine Truck - 0711,001000000000181AAA,005000000000014AAA,New Program,Westgate WorkLine Truck,Light Truck,ICE,Technical Review,Pipeline,0.4,254941.88,USD,2024-08-23,2024-11-21,,2026-12-31,0,false,false,,Trade Event,Quality Improvement,Confirm program timing,2026-06-03
006000000000712AAA,Windward Automotive - Windward Horizon Crossover - 0712,001000000000443AAA,005000000000014AAA,New Program,Windward Horizon Crossover,Compact Crossover,Hybrid,Negotiation,Commit,0.8,222998.67,USD,2026-03-29,2026-07-27,,2026-07-27,0,false,false,,Referral,Capacity Expansion,Confirm program timing,2026-05-24
006000000000713AAA,Pinnacle Engineering - Pinnacle Vista Crossover - 0713,001000000000242AAA,005000000000016AAA,New Program,Pinnacle Vista Crossover,Compact Crossover,Hybrid,Negotiation,Commit,0.8,377889.96,USD,2026-03-28,2026-07-03,,2026-07-03,0,false,false,,Existing Relationship,Capacity Expansion,Submit revised quotation,2026-06-06
006000000000714AAA,Central Fleet Solutions 20 - Central TrailForge Platform - 0714,001000000000298AAA,005000000000027AAA,Replacement,Central TrailForge Platform,Light Truck,ICE,Technical Review,Pipeline,0.4,347022.14,USD,2026-03-16,2026-10-02,,2026-10-02,0,false,false,,Existing Relationship,Platform Launch,Complete technical review,2026-06-17
006000000000715AAA,Silverline Assembly - Silverline Vista Crossover - 0715,001000000000057AAA,005000000000015AAA,New Program,Silverline Vista Crossover,Compact Crossover,Hybrid,Closed Lost,Closed,0,910683.12,USD,2025-08-24,2026-02-09,,2026-02-09,0,true,false,No Decision,Referral,Supplier Consolidation,,2026-01-27
006000000000716AAA,Suncrest Vehicle Systems - Suncrest Vista Crossover - 0716,001000000000380AAA,005000000000020AAA,Expansion,Suncrest Vista Crossover,Compact Crossover,Hybrid,Closed Lost,Closed,0,858446.3,USD,2024-06-22,2024-11-26,,2024-11-26,0,true,false,No Decision,Referral,Platform Launch,,2024-11-14
006000000000717AAA,Pacific Powertrain - Pacific Summit Sedan - 0717,001000000000087AAA,005000000000026AAA,Expansion,Pacific Summit Sedan,Mid-Size Sedan,ICE,Closed Lost,Closed,0,909394.08,USD,2023-10-26,2024-06-10,,2024-06-10,0,true,false,No Decision,Existing Relationship,Platform Launch,,2024-05-24
006000000000718AAA,Prairie Motor Systems - Prairie National Parts Program - 0718,001000000000051AAA,005000000000018AAA,New Program,Prairie National Parts Program,Aftermarket Program,Hybrid,Technical Review,Pipeline,0.4,1095262.11,USD,2026-02-21,2026-10-22,,2026-10-22,0,false,false,,Existing Relationship,Quality Improvement,Complete technical review,2026-06-08
006000000000719AAA,Harbor Fleet Solutions 57 - Harbor CityTrail Compact - 0719,001000000000430AAA,005000000000017AAA,Replacement,Harbor CityTrail Compact,Compact Crossover,ICE,Closed Won,Closed,1,171994.25,USD,2025-02-09,2025-08-07,,2025-08-07,0,true,true,,RFQ,Supplier Consolidation,,2025-07-16
006000000000720AAA,Northstar Automotive Group - Northstar Nova Compact Program - 0720,001000000000001AAA,005000000000014AAA,Expansion,Northstar Nova Compact Program,Compact Crossover,Hybrid,Proposal or Quote,Best Case,0.6,2065504.2,USD,2026-05-28,2026-11-28,,2026-11-28,0,false,false,,Referral,Supplier Consolidation,Validate product fit,2026-06-19
006000000000721AAA,Blue Ridge Performance Parts - Blue TrailForge Platform - 0721,001000000000132AAA,005000000000023AAA,Expansion,Blue TrailForge Platform,Light Truck,ICE,Proposal or Quote,Pipeline,0.6,556858.87,USD,2025-11-25,2026-03-16,,2026-10-15,0,false,false,,Trade Event,Quality Improvement,Complete technical review,2026-06-16
006000000000722AAA,Silverline Powertrain 68 - Silverline Vista Crossover - 0722,001000000000229AAA,005000000000028AAA,New Program,Silverline Vista Crossover,Compact Crossover,ICE,Closed Won,Closed,1,464533.79,USD,2024-07-12,2024-12-13,,2024-12-13,0,true,true,,Inbound,Hybrid Readiness,,2024-11-26
006000000000723AAA,Cobalt Powertrain 60 - Cobalt Avenue Platform - 0723,001000000000462AAA,005000000000022AAA,Expansion,Cobalt Avenue Platform,Mid-Size Sedan,Hybrid,Closed Won,Closed,1,194496.92,USD,2025-08-20,2025-12-13,,2025-12-13,0,true,true,,Referral,Capacity Expansion,,2025-12-10
006000000000724AAA,Continental Mobility Systems - Continental Summit Sedan - 0724,001000000000004AAA,005000000000016AAA,Expansion,Continental Summit Sedan,Mid-Size Sedan,ICE,Closed Lost,Closed,0,1317309.56,USD,2024-10-10,2025-03-17,,2025-03-17,0,true,false,Technical Fit,RFQ,Hybrid Readiness,,2025-03-04
006000000000725AAA,Meridian Automotive - Meridian TransitWorks Van - 0725,001000000000017AAA,005000000000018AAA,New Program,Meridian TransitWorks Van,Fleet Van,ICE,Proposal or Quote,Best Case,0.6,2341762.12,USD,2026-01-17,2026-07-04,,2026-07-04,0,false,false,,RFQ,Hybrid Readiness,Finalize commercial terms,2026-06-21
006000000000726AAA,Harbor Powertrain - Harbor ServicePlus Program - 0726,001000000000465AAA,005000000000029AAA,Replacement,Harbor ServicePlus Program,Aftermarket Program,ICE,Closed Lost,Closed,0,270264.04,USD,2025-09-03,2026-05-11,,2026-05-11,0,true,false,Price,Referral,Capacity Expansion,,2026-05-10
006000000000727AAA,Redwood Mobility - Redwood WorkLine Truck - 0727,001000000000146AAA,005000000000013AAA,New Program,Redwood WorkLine Truck,Light Truck,ICE,Proposal or Quote,Pipeline,0.6,425673.47,USD,2025-12-14,2026-03-23,,2026-10-23,0,false,false,,Existing Relationship,Supplier Consolidation,Validate product fit,2026-06-08
006000000000728AAA,Atlas Engineering - Atlas RoadReady Replacement - 0728,001000000000194AAA,005000000000024AAA,New Program,Atlas RoadReady Replacement,Aftermarket Program,ICE,Closed Won,Closed,1,456613.6,USD,2025-04-14,2025-11-01,,2025-11-01,0,true,true,,RFQ,Capacity Expansion,,2025-10-21
006000000000729AAA,Aurora Vehicle Works - Aurora Vista Crossover - 0729,001000000000005AAA,005000000000027AAA,Replacement,Aurora Vista Crossover,Compact Crossover,Hybrid,Closed Won,Closed,1,2038083.82,USD,2025-12-02,2026-05-04,,2026-05-04,0,true,true,,Existing Relationship,Platform Launch,,2026-04-25
006000000000730AAA,Suncrest Fleet Solutions - Suncrest ServicePlus Program - 0730,001000000000023AAA,005000000000028AAA,Replacement,Suncrest ServicePlus Program,Aftermarket Program,ICE,Closed Won,Closed,1,1611976.14,USD,2024-09-28,2025-03-08,,2025-03-08,0,true,true,,Trade Event,Hybrid Readiness,,2025-03-06
006000000000731AAA,Meridian Manufacturing - Meridian WorkLine Truck - 0731,001000000000016AAA,005000000000027AAA,New Program,Meridian WorkLine Truck,Light Truck,Hybrid,Qualification,Pipeline,0.2,2032296.31,USD,2026-05-06,2026-10-09,,2026-10-09,0,false,false,,Trade Event,Capacity Expansion,Submit revised quotation,2026-05-25
006000000000732AAA,Liberty Mobility - Liberty MetroOne Program - 0732,001000000000142AAA,005000000000019AAA,Expansion,Liberty MetroOne Program,Urban Commuter,Hybrid,Negotiation,Commit,0.8,158010.46,USD,2026-01-03,2026-07-03,2026-07-03,2026-08-01,2,false,false,,RFQ,Platform Launch,Finalize commercial terms,2026-06-20
006000000000733AAA,Canyon Motor Systems - Canyon TrailForge Platform - 0733,001000000000065AAA,005000000000026AAA,Replacement,Canyon TrailForge Platform,Light Truck,ICE,Closed Won,Closed,1,537346.06,USD,2023-01-19,2023-05-13,,2023-05-13,0,true,true,,Referral,Hybrid Readiness,,2023-04-19
006000000000734AAA,Meridian Distribution - Meridian TrailForge Platform - 0734,001000000000034AAA,005000000000013AAA,Requote,Meridian TrailForge Platform,Light Truck,ICE,Closed Won,Closed,1,1203321.3,USD,2024-07-01,2024-11-24,,2024-11-24,0,true,true,,Existing Relationship,Quality Improvement,,2024-11-16
006000000000735AAA,Suncrest Automotive - Suncrest CityMotion Vehicle - 0735,001000000000375AAA,005000000000021AAA,Requote,Suncrest CityMotion Vehicle,Urban Commuter,ICE,Closed Won,Closed,1,629253.25,USD,2024-05-31,2024-10-11,,2024-10-11,0,true,true,,Partner,Capacity Expansion,,2024-10-01
006000000000736AAA,BlueRiver Vehicle Systems - BlueRiver Nova Compact Program - 0736,001000000000008AAA,005000000000013AAA,Requote,BlueRiver Nova Compact Program,Compact Crossover,ICE,Closed Won,Closed,1,1367032.11,USD,2024-07-29,2024-11-10,,2024-11-10,0,true,true,,Referral,Hybrid Readiness,,2024-10-20
006000000000737AAA,Timberline Vehicle Systems - Timberline Vista Crossover - 0737,001000000000096AAA,005000000000030AAA,New Program,Timberline Vista Crossover,Compact Crossover,Hybrid,Negotiation,Pipeline,0.8,1245048.98,USD,2025-04-03,2025-12-08,,2026-08-03,0,false,false,,Existing Relationship,Hybrid Readiness,Confirm program timing,2026-05-25
006000000000738AAA,Keystone Vehicle Systems - Keystone TrailForge Platform - 0738,001000000000200AAA,005000000000020AAA,New Program,Keystone TrailForge Platform,Light Truck,ICE,Closed Won,Closed,1,236645.02,USD,2024-05-24,2024-11-27,,2024-11-27,0,true,true,,Existing Relationship,Supplier Consolidation,,2024-11-08
006000000000739AAA,Cedar Transport Group - Cedar WorkLine Truck - 0739,001000000000031AAA,005000000000011AAA,Requote,Cedar WorkLine Truck,Light Truck,Hybrid,Closed Won,Closed,1,3125193.35,USD,2025-01-12,2025-07-14,2025-07-14,2025-09-15,1,true,true,,Existing Relationship,Supplier Consolidation,,2025-08-21
006000000000740AAA,Windward Industrial Supply - Windward UrbanGo Platform - 0740,001000000000107AAA,005000000000012AAA,Replacement,Windward UrbanGo Platform,Urban Commuter,ICE,Closed Won,Closed,1,677612.79,USD,2024-11-05,2025-01-19,,2025-01-19,0,true,true,,RFQ,Capacity Expansion,,2025-01-06
006000000000741AAA,Timberline Transport Group - Timberline TrailForge Platform - 0741,001000000000331AAA,005000000000030AAA,New Program,Timberline TrailForge Platform,Light Truck,ICE,Closed Won,Closed,1,299822.45,USD,2023-04-27,2023-11-11,,2023-11-11,0,true,true,,Partner,Quality Improvement,,2023-10-17
006000000000742AAA,Redwood Industrial Supply 97 - Redwood Everyday Commuter - 0742,001000000000468AAA,005000000000011AAA,New Program,Redwood Everyday Commuter,Urban Commuter,ICE,Proposal or Quote,Best Case,0.6,456571.76,USD,2026-05-04,2026-06-28,2026-06-28,2026-09-28,2,false,false,,Trade Event,Platform Launch,Complete technical review,2026-06-22
006000000000743AAA,Stonebridge Powertrain 53 - Stonebridge Avenue Platform - 0743,001000000000191AAA,005000000000013AAA,Expansion,Stonebridge Avenue Platform,Mid-Size Sedan,ICE,Proposal or Quote,Best Case,0.6,619194.99,USD,2026-02-26,2026-07-05,,2026-07-05,0,false,false,,Inbound,Platform Launch,Submit revised quotation,2026-06-11
006000000000744AAA,Crescent Fleet Solutions 11 - Crescent WorkLine Truck - 0744,001000000000317AAA,005000000000014AAA,Expansion,Crescent WorkLine Truck,Light Truck,ICE,Proposal or Quote,Best Case,0.6,413171.5,USD,2026-04-29,2026-11-13,,2026-11-13,0,false,false,,Trade Event,Hybrid Readiness,Complete technical review,2026-05-16
006000000000745AAA,Frontier Mobility - Frontier Everyday Commuter - 0745,001000000000280AAA,005000000000013AAA,New Program,Frontier Everyday Commuter,Urban Commuter,ICE,Closed Won,Closed,1,300961.11,USD,2023-09-29,2023-11-13,,2023-11-13,0,true,true,,Existing Relationship,Capacity Expansion,,2023-10-29
006000000000746AAA,Blue Ridge Vehicle Systems - Blue National Parts Program - 0746,001000000000231AAA,005000000000013AAA,Expansion,Blue National Parts Program,Aftermarket Program,ICE,Technical Review,Pipeline,0.4,643603.39,USD,2026-05-30,2026-09-08,,2026-09-08,0,false,false,,Existing Relationship,Hybrid Readiness,Submit revised quotation,2026-06-13
006000000000747AAA,Valley Powertrain - Valley TransitWorks Van - 0747,001000000000109AAA,005000000000025AAA,Expansion,Valley TransitWorks Van,Fleet Van,Hybrid,Proposal or Quote,Best Case,0.6,1196365.38,USD,2026-03-17,2026-08-06,,2026-08-06,0,false,false,,Existing Relationship,Platform Launch,Complete technical review,2026-05-22
006000000000748AAA,Westgate Industrial Supply - Westgate Everyday Commuter - 0748,001000000000022AAA,005000000000015AAA,New Program,Westgate Everyday Commuter,Urban Commuter,Hybrid,Closed Lost,Closed,0,2032196.12,USD,2024-05-09,2024-12-03,2024-12-03,2025-02-23,2,true,false,Price,Referral,Capacity Expansion,,2025-02-22
006000000000749AAA,Maple Manufacturing - Maple RoadReady Replacement - 0749,001000000000074AAA,005000000000023AAA,New Program,Maple RoadReady Replacement,Aftermarket Program,ICE,Closed Won,Closed,1,891728.68,USD,2023-07-05,2023-11-14,,2023-11-14,0,true,true,,Existing Relationship,Quality Improvement,,2023-10-21
006000000000750AAA,Prairie Components - Prairie Horizon Crossover - 0750,001000000000038AAA,005000000000019AAA,New Program,Prairie Horizon Crossover,Compact Crossover,ICE,Technical Review,Pipeline,0.4,1283292.71,USD,2026-03-06,2026-08-26,,2026-08-26,0,false,false,,Existing Relationship,Capacity Expansion,Confirm program timing,2026-06-25
006000000000751AAA,Keystone Motor Systems 83 - Keystone Meridian Sedan - 0751,001000000000203AAA,005000000000012AAA,Expansion,Keystone Meridian Sedan,Mid-Size Sedan,ICE,Closed Won,Closed,1,459182.47,USD,2024-09-14,2025-03-24,,2025-03-24,0,true,true,,Existing Relationship,Cost Reduction,,2025-03-07
006000000000752AAA,Prairie Mobility 99 - Prairie Summit Sedan - 0752,001000000000277AAA,005000000000025AAA,New Program,Prairie Summit Sedan,Mid-Size Sedan,ICE,Proposal or Quote,Pipeline,0.6,272081.38,USD,2024-11-02,2025-04-25,2025-04-25,2026-08-30,1,false,false,,Existing Relationship,Supplier Consolidation,Complete technical review,2026-06-01
006000000000753AAA,Central Powertrain - Central RoadReady Replacement - 0753,001000000000257AAA,005000000000020AAA,Replacement,Central RoadReady Replacement,Aftermarket Program,ICE,Qualification,Pipeline,0.2,179429.93,USD,2026-06-14,2026-12-30,2026-12-30,2027-04-21,1,false,false,,Partner,Platform Launch,Complete technical review,2026-06-08
006000000000754AAA,Prairie Vehicle Systems - Prairie TransitWorks Van - 0754,001000000000187AAA,005000000000011AAA,Requote,Prairie TransitWorks Van,Fleet Van,ICE,Closed Lost,Closed,0,455037.36,USD,2024-05-28,2024-10-01,,2024-10-01,0,true,false,Price,Partner,Capacity Expansion,,2024-09-06
006000000000755AAA,Northfield Motor Systems - Northfield TrailForge Platform - 0755,001000000000339AAA,005000000000026AAA,New Program,Northfield TrailForge Platform,Light Truck,Hybrid,Technical Review,Pipeline,0.4,610517.88,USD,2026-05-12,2026-11-06,2026-11-06,2026-12-16,2,false,false,,Referral,Capacity Expansion,Complete technical review,2026-06-17
006000000000756AAA,Blue Ridge Powertrain - Blue CityTrail Compact - 0756,001000000000019AAA,005000000000011AAA,Expansion,Blue CityTrail Compact,Compact Crossover,ICE,Closed Lost,Closed,0,1827891.23,USD,2024-02-18,2024-06-06,,2024-06-06,0,true,false,Timing,Trade Event,Platform Launch,,2024-05-13
006000000000757AAA,Timberline Motor Systems - Timberline ServicePlus Program - 0757,001000000000039AAA,005000000000011AAA,Expansion,Timberline ServicePlus Program,Aftermarket Program,ICE,Closed Lost,Closed,0,1222447.03,USD,2024-06-12,2024-08-13,,2024-08-13,0,true,false,Price,RFQ,Platform Launch,,2024-08-07
